"COUNTY","DATE","POPULATION","CUMDEATHS","NEWDEATHS","Online_Only","Hybrid","On_Premises","major_teaching","major_teaching_prop","Population.density","NCHS.Urban.Rural.Status","major_opendate","opendate_prop"
"FULTON",2020-02-25,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-02-26,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-02-27,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-02-28,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-02-29,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-01,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-02,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-03,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-04,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-05,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-06,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-07,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-08,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-09,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-10,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-11,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-12,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-13,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-14,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-15,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-16,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-17,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-18,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-19,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-20,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-21,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-22,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-23,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-24,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-25,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-26,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-27,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-28,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-29,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-30,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-03-31,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-01,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-02,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-03,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-04,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-05,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-06,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-07,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-08,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-09,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-10,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-11,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-12,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-13,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-14,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-15,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-16,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-17,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-18,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-19,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-20,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-21,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-22,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-23,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-24,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-25,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-26,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-27,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-28,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-29,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-04-30,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-01,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-02,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-03,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-04,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-05,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-06,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-07,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-08,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-09,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-10,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-11,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-12,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-13,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-14,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-15,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-16,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-17,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-18,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-19,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-20,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-21,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-22,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-23,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-24,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-25,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-26,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-27,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-28,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-29,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-30,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-05-31,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-01,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-02,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-03,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-04,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-05,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-06,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-07,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-08,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-09,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-10,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-11,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-12,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-13,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-14,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-15,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-16,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-17,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-18,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-19,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-20,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-21,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-22,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-23,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-24,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-25,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-26,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-27,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-28,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-29,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-06-30,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-01,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-02,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-03,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-04,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-05,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-06,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-07,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-08,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-09,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-10,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-11,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-12,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-13,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-14,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-15,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-16,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-17,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-18,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-19,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-20,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-21,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-22,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-23,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-24,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-25,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-26,43046,0,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-27,43046,1,1,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-28,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-29,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-30,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-07-31,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-01,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-02,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-03,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-04,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-05,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-06,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-07,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-08,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-09,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-10,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-11,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-12,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-13,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-14,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-15,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-16,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-17,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-18,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-19,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-20,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-21,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-22,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-23,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-24,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-25,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-26,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-27,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-28,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-29,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-30,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-08-31,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-01,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-02,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-03,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-04,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-05,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-06,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-07,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-08,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-09,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-10,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-11,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-12,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-13,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-14,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-15,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-16,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-17,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-18,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-19,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-20,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
"FULTON",2020-09-21,43046,1,0,0,0.3,0.52,"On Premises",0.52,103.9,"Medium metro","2020-08-19",0.459819247679531
