"","COUNTY","time_value","work_prop_7d","work_std","work_sample_size"
"2325","HOCKING",2020-02-17,0.084744039728286,0.0041740506524474,161
"2326","HOLMES",2020-02-17,0.10517468217876,0.0039300201109073,161
"2327","HURON",2020-02-17,0.080807161937167,0.0025171603669712,336
"2328","JACKSON",2020-02-17,0.09511558961397,0.0037876230760738,210
"2329","JEFFERSON",2020-02-17,0.082707332752116,0.0024245112112587,469
"2330","KNOX",2020-02-17,0.089560986286895,0.002737147799653,322
"2331","LAKE",2020-02-17,0.10609234995586,0.0017059790442859,1080
"2332","LAWRENCE",2020-02-17,0.095781015313491,0.0028863108668143,399
"2333","LICKING",2020-02-17,0.097276213868573,0.001802536178335,784
"2334","LOGAN",2020-02-17,0.093062362005962,0.0029691944143392,273
"2335","LORAIN",2020-02-17,0.085661760348101,0.0013474351164553,1414
"2336","LUCAS",2020-02-17,0.086029521578993,0.0010429803257894,2779
"2337","MADISON",2020-02-17,0.097381081011222,0.0033413218846266,196
"2338","MAHONING",2020-02-17,0.08369615454613,0.0013885235661743,1512
"2339","MARION",2020-02-17,0.073713520699617,0.0023389739458766,392
"2340","MEDINA",2020-02-17,0.10456513791312,0.0019672589481961,770
"2341","MEIGS",2020-02-17,0.091688447494429,0.0041575674253956,161
"2342","MERCER",2020-02-17,0.094465136889084,0.0032770324192504,231
"2343","MIAMI",2020-02-17,0.090207646133783,0.0020877447456855,602
"2344","MONROE",2020-02-17,0.081466416900923,0.0051001665710586,112
"2345","MONTGOMERY",2020-02-17,0.082606936124117,0.00093251636985996,2927
"2346","MORGAN",2020-02-17,0.090378211824022,0.0057239337959762,105
"2347","MORROW",2020-02-17,0.095204330496547,0.0034378830967341,161
"2348","MUSKINGUM",2020-02-17,0.090854030581696,0.0023197150027949,525
"2349","NOBLE",2020-02-17,0.096375767966118,0.0058302338809231,84
"2350","OTTAWA",2020-02-17,0.091593486952092,0.0029765811376531,301
"2351","PAULDING",2020-02-17,0.093656926553807,0.004172175081338,119
"2352","PERRY",2020-02-17,0.0831296149687,0.0032837704528037,196
"2353","PICKAWAY",2020-02-17,0.099522280810305,0.0028976166691853,252
"2354","PIKE",2020-02-17,0.099643056034963,0.0044814107953574,154
"2355","PORTAGE",2020-02-17,0.092605917177066,0.0017503000262455,707
"2356","PREBLE",2020-02-17,0.098587563023584,0.0034896184157245,238
"2357","PUTNAM",2020-02-17,0.095204409086259,0.0034067533510693,189
"2358","RICHLAND",2020-02-17,0.081665149071428,0.0018369873521726,665
"2359","ROSS",2020-02-17,0.097769782021051,0.0023872638645216,434
"2360","SANDUSKY",2020-02-17,0.082688290848598,0.002558491538599,413
"2361","SCIOTO",2020-02-17,0.097440405677741,0.0024992895411749,511
"2362","SENECA",2020-02-17,0.098794781003805,0.0028753693725506,399
"2363","SHELBY",2020-02-17,0.096505771373489,0.0033283476626098,273
"2364","STARK",2020-02-17,0.093095921035622,0.0012103173904601,1932
"2365","SUMMIT",2020-02-17,0.091060732102524,0.00098226634435113,3157
"2366","TRUMBULL",2020-02-17,0.080347784798448,0.0014190983323378,1351
"2367","TUSCARAWAS",2020-02-17,0.094587447468233,0.0022079188382133,539
"2368","UNION",2020-02-17,0.10794580995228,0.0034726201674461,203
"2369","VAN WERT",2020-02-17,0.10513604194731,0.0040933539662318,196
"2370","VINTON",2020-02-17,0.085085032643819,0.0052947461049333,84
"2371","WARREN",2020-02-17,0.11721778019634,0.00197002067474,756
"2372","WASHINGTON",2020-02-17,0.091110059899793,0.0029156307980488,329
"2373","WAYNE",2020-02-17,0.092138074579377,0.0021233916758896,581
"2374","WILLIAMS",2020-02-17,0.088420756843967,0.0031252383235165,252
"2375","WOOD",2020-02-17,0.099853685882871,0.0021045364169658,630
"2376","WYANDOT",2020-02-17,0.091721090412274,0.0047759920999674,154
"2377","ADAMS",2020-02-18,0.07741746119649,0.0038626640022542,154
"2378","ALLEN",2020-02-18,0.082076752250382,0.0019934248119891,637
"2379","ASHLAND",2020-02-18,0.098124737299542,0.0028870332401102,308
"2380","ASHTABULA",2020-02-18,0.078997054545443,0.001909203621386,651
"2381","ATHENS",2020-02-18,0.089702191714416,0.0028705773171326,336
"2382","AUGLAIZE",2020-02-18,0.094379579414774,0.0030098217647803,287
"2383","BELMONT",2020-02-18,0.089939550621721,0.0024834097941025,476
"2384","BROWN",2020-02-18,0.091846049565011,0.0037030462594681,224
"2385","BUTLER",2020-02-18,0.098461389080844,0.0013001459447783,1869
"2386","CARROLL",2020-02-18,0.10090923065977,0.0046625385329496,175
"2387","CHAMPAIGN",2020-02-18,0.083163180534914,0.0029517208620013,238
"2388","CLARK",2020-02-18,0.079221260698451,0.0015535303850053,952
"2389","CLERMONT",2020-02-18,0.1042058312353,0.0017011467806185,819
"2390","CLINTON",2020-02-18,0.098260164786123,0.0034584486230414,224
"2391","COLUMBIANA",2020-02-18,0.085202367468281,0.0020287703671766,658
"2392","COSHOCTON",2020-02-18,0.081417525820579,0.0033342149958404,231
"2393","CRAWFORD",2020-02-18,0.074478038753177,0.0023765424108622,336
"2394","CUYAHOGA",2020-02-18,0.082407686959178,0.00060771039839504,8104
"2395","DARKE",2020-02-18,0.098402277754261,0.0029978856029698,364
"2396","DEFIANCE",2020-02-18,0.096471942092582,0.003149683737684,252
"2397","DELAWARE",2020-02-18,0.11923465541651,0.0023189795956914,616
"2398","ERIE",2020-02-18,0.085106527215594,0.0023917725110014,484
"2399","FAIRFIELD",2020-02-18,0.09904613368132,0.0018720061026228,651
"2400","FAYETTE",2020-02-18,0.095307755507012,0.0040788048467534,182
"2401","FRANKLIN",2020-02-18,0.08661471113578,0.00067193430546833,6194
"2402","FULTON",2020-02-18,0.10542511635089,0.0031476698757948,217
"2403","GALLIA",2020-02-18,0.093581912889255,0.003305270640069,175
"2404","GEAUGA",2020-02-18,0.10153993667846,0.0028105984929179,448
"2405","GREENE",2020-02-18,0.096195129749239,0.001863483799955,784
"2406","GUERNSEY",2020-02-18,0.086949241493675,0.00331814811562,245
"2407","HAMILTON",2020-02-18,0.093065849374817,0.00081406006854481,4878
"2408","HANCOCK",2020-02-18,0.099493069375303,0.0026236339663213,434
"2409","HARDIN",2020-02-18,0.08138485839449,0.0032029156643217,196
"2410","HARRISON",2020-02-18,0.082003981299867,0.0045438331665541,119
"2411","HENRY",2020-02-18,0.099169515157566,0.0038083471218634,189
"2412","HIGHLAND",2020-02-18,0.092207583533853,0.0033615412174929,245
"2413","HOCKING",2020-02-18,0.08266060127842,0.0039238379880184,161
"2414","HOLMES",2020-02-18,0.10325135142491,0.0039461638708482,161
"2415","HURON",2020-02-18,0.082840601100194,0.0025885139629093,336
"2416","JACKSON",2020-02-18,0.092824712008383,0.0036755768930348,210
"2417","JEFFERSON",2020-02-18,0.082242718383316,0.002427296224756,469
"2418","KNOX",2020-02-18,0.091143027659945,0.0028326236694821,322
"2419","LAKE",2020-02-18,0.10550017455257,0.0017039669339916,1079
"2420","LAWRENCE",2020-02-18,0.095117151998556,0.002784488425383,399
"2421","LICKING",2020-02-18,0.096202526263638,0.0017507136607327,784
"2422","LOGAN",2020-02-18,0.092397273407792,0.0028491267325924,273
"2423","LORAIN",2020-02-18,0.0861108057223,0.00134956352617,1414
"2424","LUCAS",2020-02-18,0.085363650329148,0.0010158744187081,2779
"2425","MADISON",2020-02-18,0.096044696292891,0.0034760469269844,196
"2426","MAHONING",2020-02-18,0.082413027601498,0.0013434231245461,1512
"2427","MARION",2020-02-18,0.074030388512819,0.0022960912612772,392
"2428","MEDINA",2020-02-18,0.10428340690897,0.0019642982236689,770
"2429","MEIGS",2020-02-18,0.092969557573674,0.0043505545908646,161
"2430","MERCER",2020-02-18,0.093483286839833,0.0032570139481023,231
"2431","MIAMI",2020-02-18,0.090353530330328,0.002131812798295,602
"2432","MONROE",2020-02-18,0.084923511765358,0.005133132320847,112
"2433","MONTGOMERY",2020-02-18,0.081297585813252,0.00090066702477068,2925
"2434","MORGAN",2020-02-18,0.081743475890767,0.0048406434607271,105
"2435","MORROW",2020-02-18,0.093828322735394,0.0034122031037628,161
"2436","MUSKINGUM",2020-02-18,0.089401497464536,0.002269402950755,525
"2437","NOBLE",2020-02-18,0.097173057934471,0.0057797103210633,84
"2438","OTTAWA",2020-02-18,0.091092977690491,0.0028332092384086,301
"2439","PAULDING",2020-02-18,0.092775041815543,0.0041861839346823,119
"2440","PERRY",2020-02-18,0.081051162604038,0.0030553622339318,196
"2441","PICKAWAY",2020-02-18,0.098263399522339,0.0028358654684528,252
"2442","PIKE",2020-02-18,0.097976456860487,0.0043302629266232,154
"2443","PORTAGE",2020-02-18,0.092209988848,0.0017256267832107,707
"2444","PREBLE",2020-02-18,0.098325232331592,0.0034079524957496,238
"2445","PUTNAM",2020-02-18,0.09468847362416,0.0033008997183939,189
"2446","RICHLAND",2020-02-18,0.081457530266421,0.0018263261191594,665
"2447","ROSS",2020-02-18,0.095773720832915,0.0023526763024296,434
"2448","SANDUSKY",2020-02-18,0.081046720617607,0.0024141147945098,413
"2449","SCIOTO",2020-02-18,0.09628613829299,0.002420204069159,511
"2450","SENECA",2020-02-18,0.095839088134606,0.0028167074477344,399
"2451","SHELBY",2020-02-18,0.094726389371473,0.0031194771236444,273
"2452","STARK",2020-02-18,0.092603410547811,0.0011941620295251,1932
"2453","SUMMIT",2020-02-18,0.089674965614789,0.00096045849859947,3157
"2454","TRUMBULL",2020-02-18,0.078293825588651,0.0013363318037983,1351
"2455","TUSCARAWAS",2020-02-18,0.093454500840628,0.00217816649482,539
"2456","UNION",2020-02-18,0.10528955784028,0.003355304234781,203
"2457","VAN WERT",2020-02-18,0.10000450144627,0.0037924769711461,196
"2458","VINTON",2020-02-18,0.083355601181309,0.0051345167579668,84
"2459","WARREN",2020-02-18,0.11654389941644,0.0019330694820856,756
"2460","WASHINGTON",2020-02-18,0.089230094230959,0.0027910226939294,329
"2461","WAYNE",2020-02-18,0.091611433685923,0.002094009632457,581
"2462","WILLIAMS",2020-02-18,0.087970272811272,0.0030998187815224,252
"2463","WOOD",2020-02-18,0.10056613012267,0.002122881797573,630
"2464","WYANDOT",2020-02-18,0.085728600336297,0.0041129395763113,154
"2465","ADAMS",2020-02-19,0.076054329001509,0.0037585966608001,154
"2466","ALLEN",2020-02-19,0.080446481895051,0.0019397807653746,637
"2467","ASHLAND",2020-02-19,0.094885736123347,0.002740833077879,308
"2468","ASHTABULA",2020-02-19,0.077819543354256,0.0019077072598182,651
"2469","ATHENS",2020-02-19,0.089368578740124,0.0029090712952951,336
"2470","AUGLAIZE",2020-02-19,0.094264609869665,0.0029895913450687,287
"2471","BELMONT",2020-02-19,0.088762130748502,0.0024159359012746,476
"2472","BROWN",2020-02-19,0.090638547643605,0.0036545764973811,224
"2473","BUTLER",2020-02-19,0.097636849220079,0.0012747900776215,1869
"2474","CARROLL",2020-02-19,0.10083155539312,0.0045224136084237,175
"2475","CHAMPAIGN",2020-02-19,0.08139982630654,0.002853098950266,238
"2476","CLARK",2020-02-19,0.079800946961997,0.0016013433172709,952
"2477","CLERMONT",2020-02-19,0.10388687677286,0.0017333681670799,819
"2478","CLINTON",2020-02-19,0.097183446431161,0.0034569376837003,224
"2479","COLUMBIANA",2020-02-19,0.085701584627308,0.0021373171556732,658
"2480","COSHOCTON",2020-02-19,0.082109792645966,0.0033123671878488,231
"2481","CRAWFORD",2020-02-19,0.073747621798375,0.0023866077550326,336
"2482","CUYAHOGA",2020-02-19,0.081227103318587,0.00060153213042038,8102
"2483","DARKE",2020-02-19,0.097613582371237,0.0029164452580037,364
"2484","DEFIANCE",2020-02-19,0.091789629210788,0.003130116385457,252
"2485","DELAWARE",2020-02-19,0.11855741133968,0.0022687608711526,616
"2486","ERIE",2020-02-19,0.082090190889218,0.0022592275503518,484
"2487","FAIRFIELD",2020-02-19,0.098867749977321,0.001862616916874,651
"2488","FAYETTE",2020-02-19,0.08881039627044,0.0036205057907576,182
"2489","FRANKLIN",2020-02-19,0.085817175191927,0.00066952022760336,6195
"2490","FULTON",2020-02-19,0.10474628271708,0.0031763488201527,217
"2491","GALLIA",2020-02-19,0.095141258376462,0.0034867577038367,175
"2492","GEAUGA",2020-02-19,0.10018195351531,0.0027533751821672,448
"2493","GREENE",2020-02-19,0.093730205110241,0.0017793682771217,784
"2494","GUERNSEY",2020-02-19,0.086644535462881,0.0033531031527624,245
"2495","HAMILTON",2020-02-19,0.092162320987992,0.00080178200259935,4877
"2496","HANCOCK",2020-02-19,0.09832737342168,0.0025298621609977,434
"2497","HARDIN",2020-02-19,0.07845968686957,0.0030069788959944,196
"2498","HARRISON",2020-02-19,0.076369924691659,0.0037398963195441,119
"2499","HENRY",2020-02-19,0.10025658322382,0.0038050400164985,189
"2500","HIGHLAND",2020-02-19,0.090410891999705,0.0032712351663273,245
"2501","HOCKING",2020-02-19,0.084131907903238,0.0040466085599293,161
"2502","HOLMES",2020-02-19,0.10270245470922,0.0039835526042956,161
"2503","HURON",2020-02-19,0.079137435676194,0.0024511343092818,336
"2504","JACKSON",2020-02-19,0.093389720214096,0.0038460965819115,210
"2505","JEFFERSON",2020-02-19,0.081141777470512,0.0023508607413326,469
"2506","KNOX",2020-02-19,0.090129245194034,0.0028018510060695,322
"2507","LAKE",2020-02-19,0.10323374747601,0.0016674047879606,1079
"2508","LAWRENCE",2020-02-19,0.094871483358515,0.0027595647991408,399
"2509","LICKING",2020-02-19,0.095273635474433,0.0017477462028927,784
"2510","LOGAN",2020-02-19,0.091440760008122,0.002804346371272,273
"2511","LORAIN",2020-02-19,0.083758593295758,0.0012804083120577,1414
"2512","LUCAS",2020-02-19,0.084189125321837,0.00099841724408654,2779
"2513","MADISON",2020-02-19,0.098036246586553,0.0035660349706055,196
"2514","MAHONING",2020-02-19,0.079970578686841,0.0012941627418227,1512
"2515","MARION",2020-02-19,0.072624002176491,0.0022713589586448,392
"2516","MEDINA",2020-02-19,0.102584419474,0.0019067212440295,770
"2517","MEIGS",2020-02-19,0.090805191333578,0.0041801691688478,161
"2518","MERCER",2020-02-19,0.093464215492382,0.0032998081425527,231
"2519","MIAMI",2020-02-19,0.088776706694232,0.0021023014379486,602
"2520","MONROE",2020-02-19,0.083900163968038,0.0051652656793144,112
"2521","MONTGOMERY",2020-02-19,0.079786635289835,0.00088205693731614,2925
"2522","MORGAN",2020-02-19,0.080178651802183,0.004880431687495,105
"2523","MORROW",2020-02-19,0.09302370898669,0.0033414371249494,161
"2524","MUSKINGUM",2020-02-19,0.088409849999182,0.0022258917218199,525
"2525","NOBLE",2020-02-19,0.094226041934617,0.0056593725560623,84
"2526","OTTAWA",2020-02-19,0.090398728229849,0.0028316436448572,301
"2527","PAULDING",2020-02-19,0.092595754600234,0.0040739982879501,119
"2528","PERRY",2020-02-19,0.080043603321406,0.0029367795437403,196
"2529","PICKAWAY",2020-02-19,0.096950728542451,0.0028344040326074,252
"2530","PIKE",2020-02-19,0.09767837866897,0.0042375460917666,154
"2531","PORTAGE",2020-02-19,0.091182882932479,0.0017009089761307,707
"2532","PREBLE",2020-02-19,0.096590777920333,0.0034233339357599,238
"2533","PUTNAM",2020-02-19,0.093626221238846,0.0033758149319854,189
"2534","RICHLAND",2020-02-19,0.080448465478304,0.0018016945195053,665
"2535","ROSS",2020-02-19,0.094538440615277,0.0023068031823661,434
"2536","SANDUSKY",2020-02-19,0.080042783733455,0.0024027912035707,413
"2537","SCIOTO",2020-02-19,0.094037182009701,0.0023425790980353,511
"2538","SENECA",2020-02-19,0.090590125030443,0.0026858637955351,399
"2539","SHELBY",2020-02-19,0.092296792171101,0.0030083933584291,273
"2540","STARK",2020-02-19,0.092201380158609,0.0011823690685708,1932
"2541","SUMMIT",2020-02-19,0.089029547692217,0.00096975084642793,3157
"2542","TRUMBULL",2020-02-19,0.077587728971089,0.001332599651668,1351
"2543","TUSCARAWAS",2020-02-19,0.091941268904942,0.0021320770775841,539
"2544","UNION",2020-02-19,0.1037935214363,0.0032577395916416,203
"2545","VAN WERT",2020-02-19,0.09728010861209,0.0035619341214298,196
"2546","VINTON",2020-02-19,0.084820682060431,0.0054150120984452,84
"2547","WARREN",2020-02-19,0.1157582553831,0.0019046429725486,756
"2548","WASHINGTON",2020-02-19,0.089370529358139,0.0026900993967609,329
"2549","WAYNE",2020-02-19,0.089074314478412,0.0020219941485541,581
"2550","WILLIAMS",2020-02-19,0.085018869903703,0.0029315307477563,252
"2551","WOOD",2020-02-19,0.098740021476834,0.0020906335702847,630
"2552","WYANDOT",2020-02-19,0.082811066341546,0.0037134087910227,154
"2553","ADAMS",2020-02-20,0.076482305246057,0.0036758800003457,154
"2554","ALLEN",2020-02-20,0.087550156097643,0.0020851324872052,637
"2555","ASHLAND",2020-02-20,0.098644558198316,0.002827428305947,308
"2556","ASHTABULA",2020-02-20,0.07980091597292,0.0019389510711715,651
"2557","ATHENS",2020-02-20,0.093080774589675,0.003061574109914,336
"2558","AUGLAIZE",2020-02-20,0.10085661316855,0.0031141793844753,287
"2559","BELMONT",2020-02-20,0.090619154887407,0.0023953422166217,476
"2560","BROWN",2020-02-20,0.092465786197428,0.0036080754712974,224
"2561","BUTLER",2020-02-20,0.10055681901252,0.0013092011811428,1869
"2562","CARROLL",2020-02-20,0.1017716021577,0.0045506063346782,175
"2563","CHAMPAIGN",2020-02-20,0.089548949789119,0.0031850373678656,238
"2564","CLARK",2020-02-20,0.086512562673742,0.0017020558260278,952
"2565","CLERMONT",2020-02-20,0.10687395397257,0.0018002002850276,819
"2566","CLINTON",2020-02-20,0.097540643988544,0.0035184110418117,224
"2567","COLUMBIANA",2020-02-20,0.086882149708013,0.0021292761272953,658
"2568","COSHOCTON",2020-02-20,0.088912113907048,0.0033584702526338,231
"2569","CRAWFORD",2020-02-20,0.078481558903006,0.0026287033458553,336
"2570","CUYAHOGA",2020-02-20,0.083731109915688,0.00061963467446185,8099
"2571","DARKE",2020-02-20,0.10633312700559,0.0030001275670581,364
"2572","DEFIANCE",2020-02-20,0.089585235182588,0.0030084424817722,252
"2573","DELAWARE",2020-02-20,0.12179476339174,0.0023339063643972,616
"2574","ERIE",2020-02-20,0.090993481728812,0.0024990616123487,484
"2575","FAIRFIELD",2020-02-20,0.101264150442,0.0019199355672816,651
"2576","FAYETTE",2020-02-20,0.091805259671832,0.0037638268888826,182
"2577","FRANKLIN",2020-02-20,0.088437341368936,0.0006906523496103,6195
"2578","FULTON",2020-02-20,0.10657409871565,0.0032444386692926,217
"2579","GALLIA",2020-02-20,0.098803945797556,0.0037273047397061,175
"2580","GEAUGA",2020-02-20,0.10385640515658,0.0028890184823618,448
"2581","GREENE",2020-02-20,0.096400168525162,0.001865933254692,784
"2582","GUERNSEY",2020-02-20,0.088862108505111,0.003277046251022,245
"2583","HAMILTON",2020-02-20,0.094700956967179,0.00083164607230746,4877
"2584","HANCOCK",2020-02-20,0.10277368538548,0.0025639747692064,434
"2585","HARDIN",2020-02-20,0.084236984864117,0.0031733343702466,196
"2586","HARRISON",2020-02-20,0.076467538592006,0.0039964220569079,119
"2587","HENRY",2020-02-20,0.10806434101737,0.0039465421063117,189
"2588","HIGHLAND",2020-02-20,0.091934664961759,0.0033917802013319,245
"2589","HOCKING",2020-02-20,0.091589741849494,0.0045534504298084,161
"2590","HOLMES",2020-02-20,0.10862177180249,0.0039913922231727,161
"2591","HURON",2020-02-20,0.087051148497529,0.0026535108482203,336
"2592","JACKSON",2020-02-20,0.094739585477028,0.0037840538012014,210
"2593","JEFFERSON",2020-02-20,0.081716505952433,0.0023970790202806,469
"2594","KNOX",2020-02-20,0.093633412703016,0.0029218178104429,322
"2595","LAKE",2020-02-20,0.10725259733463,0.0017593204472942,1079
"2596","LAWRENCE",2020-02-20,0.09649563809857,0.0027893030063994,399
"2597","LICKING",2020-02-20,0.099675112363347,0.0018273619131105,784
"2598","LOGAN",2020-02-20,0.097950879585264,0.0029084900066838,273
"2599","LORAIN",2020-02-20,0.087553167117206,0.0013393366577922,1414
"2600","LUCAS",2020-02-20,0.086630445707569,0.0010357987765465,2779
"2601","MADISON",2020-02-20,0.10263024612835,0.0037109384046819,196
"2602","MAHONING",2020-02-20,0.082331405768818,0.0013023520182101,1512
"2603","MARION",2020-02-20,0.079142735550375,0.0024195018969061,392
"2604","MEDINA",2020-02-20,0.10543779037311,0.0019263114817179,770
"2605","MEIGS",2020-02-20,0.094043047475297,0.0044222150634118,161
"2606","MERCER",2020-02-20,0.10165727922176,0.0034139928209742,231
"2607","MIAMI",2020-02-20,0.09490767120637,0.0021795231037975,602
"2608","MONROE",2020-02-20,0.081781268457259,0.0049716541902268,112
"2609","MONTGOMERY",2020-02-20,0.083332616203353,0.00092196863886425,2926
"2610","MORGAN",2020-02-20,0.077695358935693,0.0047128796643458,105
"2611","MORROW",2020-02-20,0.099156659101768,0.003434298832262,161
"2612","MUSKINGUM",2020-02-20,0.091018329011733,0.0022341087400446,525
"2613","NOBLE",2020-02-20,0.089333711411328,0.0053088743941482,84
"2614","OTTAWA",2020-02-20,0.095312256371502,0.0028385665226448,301
"2615","PAULDING",2020-02-20,0.095527015763837,0.0042350700207096,119
"2616","PERRY",2020-02-20,0.085638563250978,0.0032769217115153,196
"2617","PICKAWAY",2020-02-20,0.10008786075325,0.0029810638413157,252
"2618","PIKE",2020-02-20,0.099395319235294,0.0044247690419722,154
"2619","PORTAGE",2020-02-20,0.094971192500653,0.0017761479379119,707
"2620","PREBLE",2020-02-20,0.10345232514455,0.0035756934566028,238
"2621","PUTNAM",2020-02-20,0.098983402924091,0.0035693610006765,189
"2622","RICHLAND",2020-02-20,0.08509014978542,0.0018846434864639,665
"2623","ROSS",2020-02-20,0.096174512636123,0.0024275079004443,434
"2624","SANDUSKY",2020-02-20,0.086336176723411,0.0024622261455474,413
"2625","SCIOTO",2020-02-20,0.096299976309228,0.0023788081084617,511
"2626","SENECA",2020-02-20,0.098442147652278,0.002848247708313,399
"2627","SHELBY",2020-02-20,0.10038733330042,0.0031048899920386,273
"2628","STARK",2020-02-20,0.094178043235723,0.0012111187033369,1932
"2629","SUMMIT",2020-02-20,0.091935054264621,0.000997085691778,3157
"2630","TRUMBULL",2020-02-20,0.080150255176852,0.0013992663573715,1351
"2631","TUSCARAWAS",2020-02-20,0.095090506716902,0.0022250071181765,539
"2632","UNION",2020-02-20,0.11075997060822,0.0034911629597976,203
"2633","VAN WERT",2020-02-20,0.104972573006,0.0037299083227853,196
"2634","VINTON",2020-02-20,0.090821092965934,0.0057095402196427,84
"2635","WARREN",2020-02-20,0.11786149140661,0.0019368385922608,756
"2636","WASHINGTON",2020-02-20,0.092352178939714,0.0028407515701795,329
"2637","WAYNE",2020-02-20,0.095527561464326,0.0022448513014181,581
"2638","WILLIAMS",2020-02-20,0.091170467085774,0.0031796636264027,252
"2639","WOOD",2020-02-20,0.10541973172812,0.0022347065884073,630
"2640","WYANDOT",2020-02-20,0.093132153128958,0.0039115365885451,154
"2641","ADAMS",2020-02-21,0.079601387419187,0.0037914226051376,154
"2642","ALLEN",2020-02-21,0.087487110282938,0.0020866970418783,637
"2643","ASHLAND",2020-02-21,0.097242151554844,0.0028552275726916,308
"2644","ASHTABULA",2020-02-21,0.078884238430938,0.0019309591854193,651
"2645","ATHENS",2020-02-21,0.093344052646382,0.0030193832998391,336
"2646","AUGLAIZE",2020-02-21,0.10429627924106,0.0031826880192117,287
"2647","BELMONT",2020-02-21,0.090543795794083,0.0024202388402374,476
"2648","BROWN",2020-02-21,0.09602404410303,0.0036679839842411,224
"2649","BUTLER",2020-02-21,0.10304729966335,0.0013412815865845,1869
"2650","CARROLL",2020-02-21,0.099779853634453,0.0045401376538053,175
"2651","CHAMPAIGN",2020-02-21,0.09261832639426,0.003303346304164,238
"2652","CLARK",2020-02-21,0.088793048794439,0.0017527790911518,952
"2653","CLERMONT",2020-02-21,0.11004298078899,0.0018583220404219,819
"2654","CLINTON",2020-02-21,0.096704462146433,0.0035069916354894,224
"2655","COLUMBIANA",2020-02-21,0.091630589011011,0.0021920970162384,658
"2656","COSHOCTON",2020-02-21,0.090106316315765,0.0033646966978449,231
"2657","CRAWFORD",2020-02-21,0.079771861785627,0.0027034429897557,336
"2658","CUYAHOGA",2020-02-21,0.084167297528636,0.00061945152912125,8102
"2659","DARKE",2020-02-21,0.10849714576747,0.0030681423757382,364
"2660","DEFIANCE",2020-02-21,0.092313059976488,0.0031970249807222,252
"2661","DELAWARE",2020-02-21,0.12721456378061,0.0024555634323573,616
"2662","ERIE",2020-02-21,0.092598073188563,0.0025797414881214,483
"2663","FAIRFIELD",2020-02-21,0.10122094900396,0.0019306861864661,651
"2664","FAYETTE",2020-02-21,0.090615284463446,0.0036989371710622,182
"2665","FRANKLIN",2020-02-21,0.0890287000197,0.00069960734671917,6195
"2666","FULTON",2020-02-21,0.10701893094962,0.003179668029698,217
"2667","GALLIA",2020-02-21,0.10286505385706,0.0039073180544261,175
"2668","GEAUGA",2020-02-21,0.10638692187105,0.0029458208966571,448
"2669","GREENE",2020-02-21,0.097949030652571,0.0018805921667456,784
"2670","GUERNSEY",2020-02-21,0.094593869322822,0.0033798266912487,245
"2671","HAMILTON",2020-02-21,0.096398439496654,0.00084919026580353,4877
"2672","HANCOCK",2020-02-21,0.10228459483813,0.00261967951877,434
"2673","HARDIN",2020-02-21,0.083165083328883,0.0032139180293681,196
"2674","HARRISON",2020-02-21,0.079896897555485,0.0041258818604027,119
"2675","HENRY",2020-02-21,0.10881922723943,0.0040174029551981,189
"2676","HIGHLAND",2020-02-21,0.092197563813336,0.0034332067232423,245
"2677","HOCKING",2020-02-21,0.0921649104527,0.0046143410894512,161
"2678","HOLMES",2020-02-21,0.10544579449307,0.0038665510110599,161
"2679","HURON",2020-02-21,0.08717661368798,0.0025330995317872,336
"2680","JACKSON",2020-02-21,0.097226047738729,0.003832760740074,210
"2681","JEFFERSON",2020-02-21,0.080161278983812,0.0023653596847307,469
"2682","KNOX",2020-02-21,0.095694770707676,0.003001364245118,322
"2683","LAKE",2020-02-21,0.10629229411871,0.0017556423648185,1079
"2684","LAWRENCE",2020-02-21,0.10027851541284,0.0028287211028588,399
"2685","LICKING",2020-02-21,0.10277928550198,0.001913719591401,784
"2686","LOGAN",2020-02-21,0.098640720499508,0.0029281487593909,273
"2687","LORAIN",2020-02-21,0.088371607705884,0.0013711283266922,1414
"2688","LUCAS",2020-02-21,0.087885561243914,0.0010510969628771,2779
"2689","MADISON",2020-02-21,0.10710442753486,0.0036842955045257,196
"2690","MAHONING",2020-02-21,0.084567090591769,0.0013334056504609,1512
"2691","MARION",2020-02-21,0.082080709754256,0.0025452292148257,392
"2692","MEDINA",2020-02-21,0.10759168640871,0.0019684275639922,770
"2693","MEIGS",2020-02-21,0.094854952569074,0.0044940356034148,161
"2694","MERCER",2020-02-21,0.10274156260204,0.0035905567388933,231
"2695","MIAMI",2020-02-21,0.096748281915495,0.0022236138947762,602
"2696","MONROE",2020-02-21,0.079244922565247,0.0049089394841987,112
"2697","MONTGOMERY",2020-02-21,0.084567105534116,0.00093497295287059,2926
"2698","MORGAN",2020-02-21,0.079556112881232,0.0049201030088241,105
"2699","MORROW",2020-02-21,0.094563899523255,0.0031522109517692,161
"2700","MUSKINGUM",2020-02-21,0.093170675606189,0.0022769769796864,525
"2701","NOBLE",2020-02-21,0.092826266559931,0.0054339046448814,84
"2702","OTTAWA",2020-02-21,0.095937111640109,0.0029611806084585,301
"2703","PAULDING",2020-02-21,0.097312904005544,0.0042825028972669,119
"2704","PERRY",2020-02-21,0.084752760828506,0.0033454427206822,196
"2705","PICKAWAY",2020-02-21,0.099645709995449,0.0029871263031181,252
"2706","PIKE",2020-02-21,0.099592364226732,0.004504018006574,154
"2707","PORTAGE",2020-02-21,0.09779711144942,0.0017856610953901,707
