"","geo_value","time_value","part_work_prop_7d","part_work_sample_size","full_work_prop_7d","full_work_sample_size","res_visit_by_pop","bar_visit_by_pop"
"72","39143",2020-01-22,0.089009431078088,413,0.068220564306057,413,302.59863707408,NA
"73","39145",2020-01-22,0.093538246440783,511,0.071545618757464,511,457.82958043334,NA
"74","39147",2020-01-22,0.098678480392457,399,0.06931119214658,399,166.18244922844,NA
"75","39149",2020-01-22,0.10678318703812,273,0.074721361955313,273,419.58887247968,NA
"76","39151",2020-01-22,0.097047540499701,1932,0.065054510063151,1932,385.90879602078,33.921302578019
"77","39153",2020-01-22,0.094247301648057,3157,0.074899631883057,3157,292.65664816992,23.692672194957
"78","39155",2020-01-22,0.088680070010803,1351,0.066380310493015,1351,284.09144770682,NA
"79","39157",2020-01-22,0.10292537113567,539,0.07681692585348,539,476.58198541291,NA
"80","39159",2020-01-22,0.11988747277771,203,0.088013488937594,203,544.49333921365,NA
"81","39161",2020-01-22,0.12012075352708,196,0.082038654476246,196,73.823200154435,NA
"82","39163",2020-01-22,0.10341207821012,84,0.073013339638317,84,102.52594941796,NA
"83","39165",2020-01-22,0.1219422208025,756,0.086611491750911,756,557.06765068235,42.890550072301
"84","39167",2020-01-22,0.097993749937525,329,0.07156516806305,329,341.57671813089,100.20411950269
"85","39169",2020-01-22,0.10271591016464,581,0.075960501985753,581,311.88394353595,NA
"86","39171",2020-01-22,0.093287971865557,252,0.06258933554063,252,152.45619650585,NA
"87","39173",2020-01-22,0.10904664277287,630,0.074971229645842,630,336.87987782708,90.737044046354
"88","39175",2020-01-22,0.096435090410328,154,0.076600776744193,154,NA,NA
"89","39001",2020-01-23,0.087050000718917,154,0.066079215663154,154,298.30451197352,NA
"90","39003",2020-01-23,0.089405656318179,641,0.064360273964923,641,506.23046034984,NA
"91","39005",2020-01-23,0.10404977725902,308,0.07103571747073,308,255.47951105808,NA
"92","39007",2020-01-23,0.078293278300172,651,0.061014547399514,651,125.90931584768,NA
"93","39009",2020-01-23,0.090407182586271,336,0.060378093171134,336,421.24222880716,NA
"94","39011",2020-01-23,0.10536936454515,287,0.076148945976036,287,226.09849763259,NA
"95","39013",2020-01-23,0.09766355900481,476,0.081371282544036,476,776.3527666762,NA
"96","39015",2020-01-23,0.10728675394189,224,0.075414241165754,224,732.24918119365,NA
"97","39017",2020-01-23,0.10595552660037,1869,0.07703685828927,1869,624.58786872729,42.116954403844
"98","39019",2020-01-23,0.1031645642106,175,0.073782387114955,175,103.01455523879,NA
"99","39021",2020-01-23,0.10089092218606,238,0.07328677388461,238,15.476532666988,NA
"100","39023",2020-01-23,0.092086266673614,952,0.066745680791345,952,504.09800750841,NA
"101","39025",2020-01-23,0.11351599192724,819,0.083393966067302,819,663.31114742311,76.032022899056
"102","39027",2020-01-23,0.10169733450778,224,0.072397827843236,224,507.6338653289,NA
"103","39029",2020-01-23,0.095730365691536,658,0.075065011811813,658,88.690280129348,NA
"104","39031",2020-01-23,0.095962466951241,231,0.066532350745589,231,124.48898473083,NA
"105","39033",2020-01-23,0.085770486108857,336,0.062210115005118,336,65.701280703158,NA
"106","39035",2020-01-23,0.086687667080981,8108,0.071792081381758,8108,273.11356912159,58.589038105851
"107","39037",2020-01-23,0.11484638188645,364,0.065457466449408,364,198.19735342595,NA
"108","39039",2020-01-23,0.093979386321664,252,0.070295384674884,252,354.50387466192,NA
"109","39041",2020-01-23,0.13098998257104,616,0.088087767297428,616,630.26873256229,288.11524609844
"110","39043",2020-01-23,0.090705291369589,483,0.064688435630196,483,560.62589615476,NA
"111","39045",2020-01-23,0.10225299054945,651,0.072102075326485,651,630.01329678157,31.307614707622
"112","39047",2020-01-23,0.093165660974455,182,0.067924336523131,182,500.96290259997,NA
"113","39049",2020-01-23,0.091208789581652,6194,0.065588212447452,6194,471.44011528555,46.687388166421
"114","39051",2020-01-23,0.10836098738088,217,0.091211118486893,217,87.418581403809,NA
"115","39053",2020-01-23,0.10315237926812,175,0.075522765413554,175,720.37915360408,NA
"116","39055",2020-01-23,0.11126799166375,447,0.089518133554177,447,73.052142113797,21.580703530935
"117","39057",2020-01-23,0.10424024432397,783,0.067499201400098,783,722.33757787738,42.718139337942
"118","39059",2020-01-23,0.089526947798023,245,0.072112333038723,245,602.25384873572,NA
"119","39061",2020-01-23,0.097210984068373,4879,0.076496498225239,4879,698.36966545206,152.8592682056
"120","39063",2020-01-23,0.10714172068806,434,0.073648959630844,434,598.70062906929,NA
"121","39065",2020-01-23,0.08258223082642,196,0.058326224125178,196,181.13754377491,NA
"122","39067",2020-01-23,0.085324461835782,119,0.074664343809165,119,1974.5502413339,NA
"123","39069",2020-01-23,0.10305709902486,189,0.090048230593386,189,10.657606539876,NA
"124","39071",2020-01-23,0.099929369464787,245,0.068109932414515,245,312.26298617452,NA
"125","39073",2020-01-23,0.088764229525049,161,0.061254671582851,161,95.257801923506,NA
"126","39075",2020-01-23,0.1130999775821,161,0.079298621592397,161,82.483450258987,NA
"127","39077",2020-01-23,0.086104411720528,336,0.065012071740478,336,73.372403667808,NA
"128","39079",2020-01-23,0.096631334872873,210,0.078334199926948,210,136.04054428473,NA
"129","39081",2020-01-23,0.079913918102943,469,0.069667301578476,469,631.16783485023,NA
"130","39083",2020-01-23,0.09947477444158,322,0.070461059341585,322,220.61759102314,NA
"131","39085",2020-01-23,0.10665088597934,1083,0.080688518095562,1083,271.79664728685,21.580703530935
"132","39087",2020-01-23,0.10558341074857,399,0.092248727844137,399,197.67722203755,NA
"133","39089",2020-01-23,0.10434637078227,784,0.073539577810205,784,397.5297714436,31.307614707622
"134","39091",2020-01-23,0.10329197311649,273,0.060884926351526,273,443.22174566087,NA
"135","39093",2020-01-23,0.087362044834791,1414,0.066721383786754,1414,226.00182066966,NA
"136","39095",2020-01-23,0.087801458504257,2776,0.069604327818667,2776,332.81818810146,130.49719431032
"137","39097",2020-01-23,0.10807512390746,196,0.077542837471184,196,259.12633009385,65.430038930873
"138","39099",2020-01-23,0.085621513714902,1512,0.070550997511933,1512,407.71680145531,NA
"139","39101",2020-01-23,0.089405617041734,392,0.062829578735026,392,257.33305983926,NA
"140","39103",2020-01-23,0.10893620229221,770,0.081967385231133,770,279.7095610457,NA
"141","39105",2020-01-23,0.095772861708951,161,0.06648689079155,161,144.4896886904,NA
"142","39107",2020-01-23,0.10465150367904,231,0.081950503767832,231,94.536696331504,NA
"143","39109",2020-01-23,0.10164091801607,602,0.073824951203394,602,495.52475828322,NA
"144","39111",2020-01-23,0.082739464764301,112,0.081832408974238,112,NA,NA
"145","39113",2020-01-23,0.087599268477019,2919,0.062989067838571,2919,536.63116571159,53.54819720877
"146","39115",2020-01-23,0.08305307637153,105,0.060385049067026,105,156.03666861713,66.217856748703
"147","39117",2020-01-23,0.095705857407603,161,0.071744071075756,161,64.949468429561,NA
"148","39119",2020-01-23,0.10038789656165,525,0.070711772443001,525,653.210894133,NA
"149","39121",2020-01-23,0.096516038469032,84,0.091216530050273,84,NA,66.217856748703
"150","39123",2020-01-23,0.085791564485583,301,0.077941417830992,301,82.891910126069,NA
"151","39125",2020-01-23,0.1028346045302,119,0.068900028187927,119,122.62890718275,NA
"152","39127",2020-01-23,0.095142002827836,196,0.067063005626185,196,24.746087010811,NA
"153","39129",2020-01-23,0.10455558550984,250,0.069982792918059,250,393.84290394058,NA
"154","39131",2020-01-23,0.10197243273864,154,0.074460643119852,154,349.02656931851,NA
"155","39133",2020-01-23,0.098551611871012,707,0.076337215692416,707,295.11264653933,NA
"156","39135",2020-01-23,0.1205200284216,238,0.078070610884885,238,437.77011123645,0
"157","39137",2020-01-23,0.10446603708129,189,0.093142550315598,189,48.229960451432,NA
"158","39139",2020-01-23,0.091697234000764,665,0.063822563203436,665,482.74885310349,NA
"159","39141",2020-01-23,0.098656365339761,434,0.067016936935925,434,737.16037263028,NA
"160","39143",2020-01-23,0.089729493542496,413,0.070287432360874,413,331.06595629932,NA
"161","39145",2020-01-23,0.092683376346095,511,0.071736929270288,511,620.54878621222,NA
"162","39147",2020-01-23,0.10035877736706,399,0.069844965739909,399,82.743699815849,NA
"163","39149",2020-01-23,0.104292300536,273,0.075519011270148,273,395.94014883706,NA
"164","39151",2020-01-23,0.096271042601375,1932,0.066248865382652,1932,401.94092434684,16.960651289009
"165","39153",2020-01-23,0.09316998958052,3157,0.075315904019915,3157,283.58353718771,54.154679302759
"166","39155",2020-01-23,0.088248473352032,1351,0.067664057726088,1351,291.5131105776,NA
"167","39157",2020-01-23,0.10326573690135,539,0.077661748933461,539,553.07706578921,NA
"168","39159",2020-01-23,0.11947364571461,203,0.089714672961324,203,573.05937388305,NA
"169","39161",2020-01-23,0.11816822542003,196,0.08179220829401,196,72.889911260373,NA
"170","39163",2020-01-23,0.10303200538684,84,0.077063792235182,84,85.007724520969,NA
"171","39165",2020-01-23,0.1202649110718,756,0.086589997230765,756,620.6511578054,21.49045161844
"172","39167",2020-01-23,0.097745509109088,329,0.071911333081022,329,347.04194562099,51.957691593988
"173","39169",2020-01-23,0.10267639571728,581,0.076113735488647,581,362.78426786052,NA
"174","39171",2020-01-23,0.090655291366621,252,0.059670438085296,252,149.15526279346,NA
"175","39173",2020-01-23,0.10948220964369,630,0.074225607731736,630,325.5572570946,93.329531019107
"176","39175",2020-01-23,0.099240979839012,154,0.077442390055733,154,NA,NA
"177","39001",2020-01-24,0.083994447958023,154,0.064683055877889,154,334.8060717819,NA
"178","39003",2020-01-24,0.08817763938764,640,0.063212593633944,640,1000.735978935,NA
"179","39005",2020-01-24,0.1054383838177,308,0.07098360421555,308,434.00397456849,NA
"180","39007",2020-01-24,0.079291303423014,651,0.062793324483063,651,217.61094230225,NA
"181","39009",2020-01-24,0.091646027798279,336,0.06079633930603,336,761.14113067224,NA
"182","39011",2020-01-24,0.10874732696056,287,0.079409426732248,287,316.69554742007,NA
"183","39013",2020-01-24,0.095433337337525,476,0.08063018522664,476,942.72121402045,NA
"184","39015",2020-01-24,0.1060731470717,224,0.074589697528025,224,841.07282568699,NA
"185","39017",2020-01-24,0.10580811878008,1869,0.077202518335069,1869,1002.996351424,65.293660397348
"186","39019",2020-01-24,0.10244698834396,175,0.074599886147639,175,136.31551329637,NA
"187","39021",2020-01-24,0.10262730351822,238,0.073619769255011,238,25.476344863805,NA
"188","39023",2020-01-24,0.091403864272854,952,0.06715507601813,952,741.32687688926,NA
"189","39025",2020-01-24,0.11384065750375,819,0.084661524164361,819,1075.6029658209,147.59157386287
"190","39027",2020-01-24,0.10359911436064,224,0.074125852603384,224,608.46524953806,NA
"191","39029",2020-01-24,0.093565604079558,658,0.073988638417956,658,203.73758804539,NA
"192","39031",2020-01-24,0.09639761121086,231,0.068270718243278,231,203.67854466617,NA
"193","39033",2020-01-24,0.086911566090875,336,0.063869006363964,336,108.08552017459,NA
"194","39035",2020-01-24,0.085881083123143,8107,0.072363021272182,8107,408.09350170527,129.81492756787
"195","39037",2020-01-24,0.11251474764507,364,0.067961076810135,364,311.76798957677,NA
"196","39039",2020-01-24,0.093252803663897,252,0.071001027873575,252,674.01861329212,NA
"197","39041",2020-01-24,0.13029071440999,616,0.088849451524032,616,942.05029033978,912.36494597839
"198","39043",2020-01-24,0.091055788235531,483,0.065658982181307,483,1103.8432432834,NA
"199","39045",2020-01-24,0.10374671600415,651,0.075374929032422,651,999.22427733922,41.743486276829
"200","39047",2020-01-24,0.093029644546687,182,0.07290124985776,182,765.84547272069,NA
"201","39049",2020-01-24,0.090664671176727,6195,0.066493527498837,6195,638.65057473076,61.382523974231
"202","39051",2020-01-24,0.11118365230476,217,0.093070131075662,217,130.29928553621,NA
"203","39053",2020-01-24,0.10192402815838,175,0.077448197239288,175,920.65024207825,NA
"204","39055",2020-01-24,0.11152601506775,447,0.093395135360752,447,107.19749106669,29.880974119756
"205","39057",2020-01-24,0.1040821414793,783,0.066802427699711,783,1097.5491384928,96.559726343963
"206","39059",2020-01-24,0.089543431947696,245,0.071886331737047,245,687.84468339018,NA
"207","39061",2020-01-24,0.096933077221718,4879,0.077641275049024,4879,963.97865324283,283.5800622766
"208","39063",2020-01-24,0.10866550723652,434,0.07429197124102,434,1131.5142512133,NA
"209","39065",2020-01-24,0.08289223653343,196,0.060016699903905,196,326.04757879483,NA
"210","39067",2020-01-24,0.080149713288061,119,0.069893781104426,119,2394.5339434589,NA
"211","39069",2020-01-24,0.10464541089715,189,0.094837109756321,189,5.2033071427031,NA
"212","39071",2020-01-24,0.098544214531753,245,0.069260386467704,245,523.54025783123,NA
"213","39073",2020-01-24,0.089793072773772,161,0.06212888949215,161,139.95971680708,NA
"214","39075",2020-01-24,0.11131488390578,161,0.078645441125465,161,128.43560453609,NA
"215","39077",2020-01-24,0.082771975977225,336,0.064738359226084,336,148.09286237745,NA
"216","39079",2020-01-24,0.098885383893066,210,0.077172137514569,210,185.67486736154,NA
"217","39081",2020-01-24,0.079468989716972,469,0.071102546698051,469,833.42051121107,NA
"218","39083",2020-01-24,0.098729754739653,322,0.070348917643178,322,500.62787026039,NA
"219","39085",2020-01-24,0.10737559880853,1084,0.082669454663136,1084,425.4682921613,29.880974119756
"220","39087",2020-01-24,0.10365303725694,399,0.094355937327166,399,327.62107059852,NA
"221","39089",2020-01-24,0.10540730703051,784,0.074837487306666,784,644.49989789719,41.743486276829
"222","39091",2020-01-24,0.10477451750239,273,0.062957572432077,273,651.68675688694,NA
"223","39093",2020-01-24,0.087921755864424,1414,0.067391276490722,1414,362.86089248286,NA
"224","39095",2020-01-24,0.08813273914179,2776,0.070327140617749,2776,478.09603250239,219.67027708904
"225","39097",2020-01-24,0.10929139952641,196,0.080646295348976,196,372.15732739346,78.516046717048
"226","39099",2020-01-24,0.083937724205252,1512,0.070721961015476,1512,712.44080737971,NA
"227","39101",2020-01-24,0.087561193973159,392,0.064624727808249,392,486.69513491338,NA
"228","39103",2020-01-24,0.10993258123228,770,0.085419953946594,770,426.47101391802,NA
"229","39105",2020-01-24,0.092732794487359,161,0.064799511683684,161,236.43767240247,NA
"230","39107",2020-01-24,0.10648719264069,231,0.082449418681915,231,131.36799687665,NA
"231","39109",2020-01-24,0.10189728523362,602,0.076395606498605,602,811.31178359919,NA
"232","39111",2020-01-24,0.07982955144862,112,0.082783028381121,112,NA,NA
"233","39113",2020-01-24,0.088663418218431,2919,0.063518837180022,2919,827.94152085776,86.161556604162
"234","39115",2020-01-24,0.079782387958129,105,0.061392934457314,105,253.55958650283,220.72618916234
"235","39117",2020-01-24,0.094333440806553,161,0.071750279394511,161,105.76531319316,NA
"236","39119",2020-01-24,0.098988165002294,525,0.071108766981676,525,1043.1350721747,NA
"237","39121",2020-01-24,0.097886431062155,84,0.090518473246778,84,NA,220.72618916234
"238","39123",2020-01-24,0.090080291267003,301,0.079703162717057,301,102.49129000897,NA
"239","39125",2020-01-24,0.10262043907862,119,0.074908311121863,119,312.35398069247,NA
"240","39127",2020-01-24,0.090000318082726,196,0.068855862384996,196,18.752649236957,NA
"241","39129",2020-01-24,0.10240692385353,250,0.069686586996756,250,525.69841306418,NA
"242","39131",2020-01-24,0.10157877238344,154,0.073470721197523,154,570.76282825648,NA
"243","39133",2020-01-24,0.099885601477755,707,0.079797468380791,707,408.3621141592,NA
"244","39135",2020-01-24,0.1173028456519,238,0.07740770694334,238,568.60676112016,0
"245","39137",2020-01-24,0.1059054258445,189,0.091042760289051,189,57.875952541719,NA
"246","39139",2020-01-24,0.091088222600143,665,0.064506010818269,665,820.67416396225,NA
"247","39141",2020-01-24,0.097699012000171,434,0.068926235172728,434,1239.7808586657,NA
"248","39143",2020-01-24,0.089948072130783,413,0.069675511001068,413,419.14081145884,NA
"249","39145",2020-01-24,0.094084976679123,511,0.072872087191761,511,935.28085457622,NA
"250","39147",2020-01-24,0.10058155738905,399,0.070102222475606,399,160.47624214488,NA
"251","39149",2020-01-24,0.10348065390963,273,0.07883003248121,273,620.6024484744,NA
"252","39151",2020-01-24,0.098799503700096,1932,0.070558844620946,1932,656.35206435721,0
"253","39153",2020-01-24,0.095465663728207,3157,0.078140911506199,3157,445.96611312146,71.078016584871
"254","39155",2020-01-24,0.087950901559706,1351,0.069603342427945,1351,417.04153476495,NA
"255","39157",2020-01-24,0.10344406397536,539,0.077825087023812,539,840.31830779458,NA
"256","39159",2020-01-24,0.11966166933489,203,0.088662636700855,203,893.22450991522,NA
"257","39161",2020-01-24,0.11686214244419,196,0.084475563767072,196,75.01716796836,NA
"258","39163",2020-01-24,0.10185547257734,84,0.078196641938025,84,119.07539932846,NA
"259","39165",2020-01-24,0.12139937117459,756,0.08840898767463,756,896.23519758801,34.076744598409
"260","39167",2020-01-24,0.096734819596312,329,0.071621881107222,329,505.53354283372,74.225273705697
"261","39169",2020-01-24,0.10359625725934,581,0.077273685826432,581,572.01756046193,NA
"262","39171",2020-01-24,0.091099145414546,252,0.059378466288476,252,168.46983767475,NA
"263","39173",2020-01-24,0.10810126419074,630,0.075984568043213,630,485.23292236849,111.47693982838
"264","39175",2020-01-24,0.098716189460656,154,0.077193966300982,154,NA,NA
"265","39001",2020-01-25,0.085220882594135,154,0.06527476712591,154,315.15277752862,NA
"266","39003",2020-01-25,0.089789548507555,640,0.063040845940884,640,1042.3197314275,NA
"267","39005",2020-01-25,0.10745590884103,308,0.070669623762497,308,422.02539703504,NA
"268","39007",2020-01-25,0.080385758222444,651,0.062901145371444,651,196.39095035047,NA
"269","39009",2020-01-25,0.091497722714325,336,0.060587369513257,336,912.20730927895,NA
"270","39011",2020-01-25,0.11068693432372,287,0.079058107640847,287,294.58471357174,NA
"271","39013",2020-01-25,0.096310039442683,476,0.080767743272079,476,1104.413177399,NA
"272","39015",2020-01-25,0.10572918687019,224,0.073867850374077,224,745.80552964118,NA
"273","39017",2020-01-25,0.10556040954531,1869,0.07708937435761,1869,1086.2008626169,150.31572080895
"274","39019",2020-01-25,0.10794212710718,175,0.075671670066252,175,129.14101259656,NA
"275","39021",2020-01-25,0.10240945684408,238,0.073118038228751,238,30.15990171561,NA
"276","39023",2020-01-25,0.091946746781235,952,0.067511784817924,952,815.83991023541,NA
"277","39025",2020-01-25,0.11274290353081,819,0.084281332122063,819,1122.5413388768,125.22921418668
"278","39027",2020-01-25,0.10324847850533,224,0.07413249919698,224,534.39459089263,NA
"279","39029",2020-01-25,0.095713971664061,658,0.074440449540724,658,168.71993868784,NA
"280","39031",2020-01-25,0.09846271466902,231,0.068333238450761,231,187.34787835944,NA
"281","39033",2020-01-25,0.088806729317595,336,0.064185543179905,336,103.30462662726,NA
"282","39035",2020-01-25,0.086390092902666,8107,0.072600254362887,8107,448.69340570303,299.83801854171
"283","39037",2020-01-25,0.11242797965136,364,0.067925593498462,364,279.29927366962,NA
"284","39039",2020-01-25,0.094792800223362,252,0.071941828642043,252,793.12735554547,NA
"285","39041",2020-01-25,0.13098462461531,616,0.089334922444671,616,1150.5758098041,1464.5858343337
"286","39043",2020-01-25,0.094114599780021,483,0.066310343358706,483,1236.6848834669,NA
"287","39045",2020-01-25,0.10477779975175,651,0.075766954883321,651,1078.232308286,74.790412912652
"288","39047",2020-01-25,0.091873327054975,182,0.072903596809762,182,733.12538724043,NA
"289","39049",2020-01-25,0.091270254003267,6194,0.066686491976342,6194,685.47245803298,113.55088902274
"290","39051",2020-01-25,0.11393588897703,217,0.093088748028549,217,100.33812778127,NA
"291","39053",2020-01-25,0.10299567816661,175,0.078064499960924,175,974.27674061628,NA
"292","39055",2020-01-25,0.11200978091793,447,0.093728044143951,447,99.209746241683,59.761948239513
"293","39057",2020-01-25,0.1033822892963,782,0.066937223422435,782,1051.567915171,143.18246752799
"294","39059",2020-01-25,0.091246269923269,245,0.072061411695912,245,939.5845375346,NA
"295","39061",2020-01-25,0.097405570053963,4879,0.077951480872687,4879,919.40642309042,542.09996705867
"296","39063",2020-01-25,0.10847270071341,434,0.074860347207227,434,1433.2249861328,NA
"297","39065",2020-01-25,0.085048337059301,196,0.059768093670074,196,253.59256128487,NA
"298","39067",2020-01-25,0.081847979073074,119,0.071584565767272,119,2827.054472513,NA
"299","39069",2020-01-25,0.10845923900898,189,0.095720032447683,189,11.433682271151,NA
"300","39071",2020-01-25,0.097763266304168,245,0.069198087036154,245,542.74913030484,NA
"301","39073",2020-01-25,0.088253616508763,161,0.061797290324223,161,139.95971680708,NA
"302","39075",2020-01-25,0.1165687987615,161,0.081259194952916,161,25.76334316199,NA
"303","39077",2020-01-25,0.085078666485654,336,0.06555962711766,336,116.77351713569,NA
"304","39079",2020-01-25,0.10124660824016,210,0.078423493523027,210,144.78605463543,NA
"305","39081",2020-01-25,0.082085624116463,469,0.072647527460166,469,850.85608675942,NA
"306","39083",2020-01-25,0.10033798181621,322,0.070097346027077,322,360.29453053737,NA
"307","39085",2020-01-25,0.10844936022563,1084,0.083295047402513,1084,461.68408682186,59.761948239513
"308","39087",2020-01-25,0.10298886803739,399,0.093984082870475,399,304.48884525191,NA
"309","39089",2020-01-25,0.10563416864287,784,0.075149693758534,784,682.1293458193,74.790412912652
"310","39091",2020-01-25,0.10486248850246,273,0.063636205484399,273,432.95422630322,NA
"311","39093",2020-01-25,0.089165005643173,1414,0.067736149111927,1414,440.23586262142,NA
"312","39095",2020-01-25,0.089452097788803,2777,0.070832433361618,2777,558.60642834729,471.96485275567
